,body,climate_control,color,cruise_control,defects,door_count,driver_side,drivetrain,electric_windows,engine,engine_power,first_registration_country,fuel,gear_count,gearbox,gps,inspection,leather_seats,manufacturer,model,price,seats,year
0,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.1l.,55.0,LT,diesel,6.0,0.0,,2020-02,,Kia,Rio,6490,5.0,2015
1,avant,,black,1.0,,4/5,1.0,FWD,1.0,1.4l.,66.0,LT,diesel,6.0,0.0,,2021-02,,Kia,Cee'd,8990,5.0,2014
2,suv,1.0,blue,1.0,,4/5,1.0,FWD,1.0,1.6l.,97.0,LT,petrol,6.0,0.0,1.0,2021-10,,Kia,Sportage,20490,5.0,2018
3,suv,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.7l.,104.0,LT,diesel,7.0,1.0,,2021-03,,Kia,Sportage,20990,5.0,2018
4,suv,1.0,white,1.0,,4/5,1.0,FWD,1.0,1.7l.,85.0,LT,diesel,6.0,0.0,1.0,2021-05,,Kia,Sportage,20990,5.0,2018
5,suv,1.0,silver,1.0,,4/5,1.0,AWD,1.0,2.0l.,136.0,LT,diesel,,1.0,1.0,2021-04,,Hyundai,Tucson,21990,5.0,2016
6,hatchback,1.0,,1.0,,4/5,1.0,,1.0,1.9l.,81.0,,diesel,,0.0,,2021-03,,Volkswagen,Golf,1250,,1999
7,suv,1.0,silver,1.0,,4/5,1.0,AWD,1.0,4.0l.,206.0,,petrol,5.0,1.0,1.0,2021-05,1.0,Toyota,Land Cruiser,33000,8.0,2010
8,other,1.0,,1.0,,4/5,1.0,,1.0,2.0l.,,,diesel,,0.0,,2020-06,,Toyota,Corolla Verso,1500,,2003
9,avant,1.0,blue,,,4/5,1.0,RWD,1.0,2.0l.,110.0,I,petrol/lpg,5.0,0.0,,2019-09,1.0,BMW,520,999,5.0,1998
10,hatchback,,,,,4/5,1.0,,1.0,1.3l.,,,petrol/lpg,,0.0,,2021-05,,Hyundai,Getz,1350,,2004
11,hatchback,,silver,,,4/5,1.0,FWD,,1.6l.,77.0,,diesel,5.0,0.0,,,,Volkswagen,Golf,5999,5.0,2010
12,suv,1.0,black,,,4/5,1.0,AWD,1.0,3.0l.,122.0,LT,diesel,5.0,1.0,,2019-10,,Toyota,Land Cruiser,7950,5.0,2006
13,coupe,,,,,2/3,1.0,,,4.2l.,,,petrol,,0.0,,,,Audi,S5,9499,,2009
14,other,,silver,,,4/5,1.0,FWD,,1.9l.,,D,diesel,5.0,0.0,,2020-01,,Volkswagen,Sharan,389,7.0,1998
15,sedan,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Volkswagen,Vento,450,,1995
16,other,,,,,4/5,1.0,FWD,,2.9l.,106.0,,diesel,5.0,0.0,,2020-01,,Kia,Carnival,500,,2005
17,hatchback,,blue,,,4/5,1.0,FWD,1.0,1.6l.,74.0,,petrol/lpg,,1.0,,2020-07,,Opel,Vectra,750,5.0,2001
18,hatchback,1.0,,,,4/5,1.0,,1.0,1.6l.,74.0,,petrol,,0.0,,2020-04,1.0,Audi,A3,760,,2001
19,hatchback,,,,,4/5,1.0,FWD,,1.8l.,85.0,LT,diesel,5.0,0.0,,2019-11,,Ford,Focus,900,5.0,2002
20,hatchback,,,,,4/5,1.0,,,3.3l.,,,petrol,,1.0,,,,Subaru,SVX,1100,,1997
21,avant,1.0,blue,1.0,,4/5,1.0,FWD,1.0,2.5l.,114.0,,diesel,6.0,0.0,1.0,2020-03,,Audi,A6,1500,5.0,2002
22,suv,,white,,,4/5,1.0,AWD,,2.5l.,85.0,LT,diesel,5.0,0.0,,2021-04,,Mitsubishi,Pajero Sport,1850,5.0,2007
23,sedan,,silver,,,4/5,1.0,FWD,,1.8l.,125.0,,petrol,5.0,0.0,,2020-05,,Volkswagen,Passat,1900,5.0,2003
24,sedan,,white,,,4/5,1.0,FWD,,1.6l.,85.0,,petrol,6.0,0.0,,2021-05,,Volkswagen,Jetta,1950,,2006
25,avant,,silver,,,4/5,1.0,,,2.0l.,85.0,,diesel,,0.0,,2020-10,,Toyota,Avensis,2299,,2004
26,sedan,,,,Other,4/5,1.0,,,2.0l.,,,petrol,,1.0,,,,Volkswagen,Passat CC,3600,,2011
27,suv,1.0,silver,,,4/5,1.0,AWD,1.0,2.0l.,110.0,D,diesel,6.0,0.0,,2020-04,,Nissan,Qashqai,4100,4.0,2008
28,suv,1.0,silver,1.0,,4/5,1.0,AWD,1.0,2.4l.,136.0,D,diesel,6.0,0.0,1.0,2021-06,1.0,Volvo,XC 90,4350,5.0,2006
29,avant,1.0,black,1.0,,4/5,1.0,AWD,1.0,3.0l.,170.0,D,diesel,6.0,1.0,1.0,2020-09,1.0,BMW,530,4400,4.0,2006
30,sedan,1.0,silver,1.0,,4/5,1.0,AWD,1.0,3.0l.,190.0,I,diesel,6.0,1.0,1.0,2021-03,1.0,Audi,A6,4500,5.0,2005
31,suv,,silver,1.0,,2/3,1.0,AWD,1.0,3.0l.,120.0,I,diesel,5.0,0.0,,2019-09,,Toyota,Land Cruiser,6100,5.0,2003
32,sedan,,black,,,4/5,1.0,RWD,,2.2l.,100.0,D,diesel,6.0,0.0,,,,Mercedes-Benz,C 200,6500,5.0,2010
33,other,1.0,,,,2/3,1.0,FWD,,2.0l.,103.0,,diesel,7.0,1.0,,,,Volkswagen,Transporter,8700,9.0,2011
34,hatchback,,,,,4/5,1.0,,1.0,1.6l.,,,petrol,,0.0,,,,Renault,Megane,250,,1998
35,other,1.0,blue,1.0,,4/5,1.0,FWD,1.0,2.9l.,106.0,,diesel,5.0,0.0,,2019-12,1.0,Kia,Carnival,449,7.0,2004
36,other,,red,,,4/5,1.0,FWD,,1.6l.,66.0,D,petrol,5.0,0.0,,2019-01,,Renault,Scenic,169,5.0,1998
37,other,1.0,,,,4/5,1.0,FWD,1.0,2.0l.,,,diesel,5.0,0.0,,2021-03,,Opel,Zafira,650,7.0,2001
38,hatchback,1.0,blue,,,2/3,1.0,FWD,1.0,1.8l.,,D,petrol,,0.0,,2019-12,1.0,Audi,A3,650,5.0,1998
39,other,,silver,1.0,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,5.0,0.0,,2020-04,,Opel,Zafira,950,7.0,2001
40,avant,,,,,4/5,1.0,FWD,,1.9l.,96.0,,diesel,,0.0,,2020-04,,Volkswagen,Passat,1100,,2001
41,hatchback,1.0,orange,,,4/5,1.0,FWD,1.0,2.0l.,100.0,D,diesel,6.0,0.0,,2020-05,,Ford,Focus C-Max,1260,5.0,2004
42,avant,1.0,,,,4/5,1.0,,1.0,2.5l.,,,diesel,,0.0,,2021-06,,BMW,525,1350,,2003
43,suv,,,,,4/5,1.0,AWD,,2.2l.,100.0,,diesel,,0.0,,2020-05,,Nissan,X-Trail,1550,,2006
44,hatchback,,,,,4/5,1.0,,,1.6l.,77.0,D,petrol,,0.0,,,,Opel,Astra,2050,,2005
45,avant,1.0,black,1.0,,4/5,1.0,FWD,1.0,2.4l.,120.0,,diesel,,0.0,,,1.0,Volvo,V70,2200,5.0,2002
46,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,1.9l.,74.0,D,diesel,,0.0,1.0,,,Opel,Astra,2650,5.0,2008
47,avant,1.0,silver,1.0,,4/5,1.0,,1.0,1.9l.,77.0,,diesel,5.0,0.0,1.0,2021-02,1.0,Volkswagen,Passat,2750,5.0,2007
48,sedan,,black,,,4/5,1.0,RWD,,2.0l.,110.0,D,diesel,,0.0,,2021-03,,BMW,320,3200,,2002
49,sedan,1.0,black,,,4/5,1.0,FWD,1.0,2.4l.,,D,diesel,6.0,0.0,,2021-05,1.0,Volvo,S60,3290,5.0,2006
50,avant,1.0,black,1.0,,4/5,1.0,FWD,1.0,2.0l.,103.0,D,diesel,6.0,0.0,,2021-05,,Volkswagen,Passat,3850,5.0,2008
51,sedan,,,,,4/5,1.0,RWD,,3.0l.,140.0,D,diesel,,1.0,,2020-10,,Mercedes-Benz,E 280,4299,5.0,2006
52,avant,1.0,silver,1.0,,4/5,1.0,AWD,1.0,2.7l.,132.0,,diesel,6.0,1.0,1.0,,1.0,Audi,A6,4690,5.0,2006
53,avant,1.0,,1.0,,4/5,1.0,FWD,1.0,2.7l.,132.0,,diesel,6.0,0.0,1.0,,1.0,Audi,A6,5100,5.0,2006
54,avant,1.0,white,1.0,,4/5,1.0,RWD,1.0,2.2l.,,D,diesel,,1.0,1.0,,,Mercedes-Benz,E 200,5600,5.0,2009
55,sedan,,black,,,4/5,1.0,RWD,,2.0l.,135.0,,diesel,6.0,0.0,,2019-08,,BMW,520,9950,5.0,2010
56,hatchback,,green,,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,5.0,0.0,,2020-07,,Opel,Vectra,400,5.0,1999
57,hatchback,,,,,2/3,1.0,,,1.6l.,,,petrol/lpg,,0.0,,,,Volkswagen,Golf,520,,1985
58,other,,,,,4/5,1.0,,,2.2l.,92.0,,diesel,,0.0,,2019-05,,Opel,Zafira,650,,2002
59,hatchback,1.0,,,,2/3,1.0,,1.0,1.4l.,,,diesel,,0.0,,2020-08,,Ford,Fiesta,650,,2005
60,avant,,,,,4/5,1.0,,,2.5l.,105.0,,diesel,,0.0,,2020-02,,BMW,525,650,,1999
61,coupe,,orange,,,2/3,1.0,FWD,1.0,1.7l.,60.0,I,diesel,5.0,0.0,,,,Opel,Astra,700,,1997
62,hatchback,,,,,2/3,1.0,,,1.4l.,,,diesel,,0.0,,2021-05,,Citroen,C2,750,,2006
63,hatchback,,blue,,,4/5,1.0,FWD,1.0,1.8l.,66.0,FR,diesel,5.0,0.0,,2019-10,,Ford,Focus,780,5.0,2001
64,avant,1.0,silver,,,4/5,1.0,FWD,1.0,1.9l.,81.0,FR,diesel,5.0,0.0,,2019-11,,Volkswagen,Passat,850,5.0,1998
65,sedan,1.0,black,,,4/5,1.0,FWD,1.0,1.9l.,81.0,,diesel,5.0,0.0,,2019-09,,Volkswagen,Passat,850,5.0,1997
66,suv,,,,,4/5,1.0,AWD,1.0,3.3l.,81.0,,diesel,5.0,0.0,,,,Nissan,Patrol,900,5.0,1989
67,coupe,,,,,2/3,1.0,FWD,,3.0l.,150.0,,petrol/lpg,,1.0,,2019-05,,Honda,Accord,900,,2001
68,hatchback,1.0,silver,,,4/5,1.0,FWD,,1.9l.,85.0,,diesel,6.0,0.0,,2020-03,,Volkswagen,Golf,900,5.0,2000
69,sedan,1.0,blue,1.0,,4/5,1.0,FWD,1.0,1.9l.,81.0,,diesel,5.0,0.0,,2019-06,,Volkswagen,Passat,930,5.0,1997
70,hatchback,,silver,,,2/3,1.0,FWD,1.0,1.9l.,74.0,,diesel,5.0,0.0,,2020-09,,Volkswagen,Golf,950,5.0,2002
71,sedan,,,,,4/5,1.0,,,2.5l.,110.0,,diesel,,0.0,,2020-02,,Audi,A8,950,,1999
72,avant,,green,,,4/5,1.0,FWD,1.0,1.8l.,,,petrol,,0.0,,,,Opel,Astra,1150,,2000
73,avant,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.9l.,96.0,D,diesel,5.0,0.0,1.0,2019-11,,Volkswagen,Passat,1150,5.0,2002
74,avant,1.0,,1.0,,4/5,1.0,,1.0,2.0l.,79.0,,diesel,,0.0,,2021-11,,Peugeot,307,1150,,2003
75,other,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,Opel,Zafira,1200,,2003
76,avant,,,,,4/5,1.0,,,2.5l.,120.0,,diesel,,0.0,,2020-01,,BMW,525,1300,,2002
77,sedan,1.0,,1.0,,4/5,1.0,FWD,1.0,2.4l.,120.0,FR,diesel,,0.0,,2020-09,1.0,Volvo,S60,1300,5.0,2003
78,avant,,,,,4/5,1.0,FWD,,2.5l.,110.0,,diesel,6.0,0.0,,,,Audi,A6,1350,5.0,2000
79,avant,1.0,black,1.0,,4/5,1.0,FWD,1.0,2.0l.,96.0,,diesel,,0.0,1.0,2020-02,,Jaguar,X-Type,1350,,2004
80,other,,,,,4/5,1.0,FWD,,1.9l.,85.0,,diesel,,0.0,,,,Ford,Galaxy,1350,,2002
81,avant,1.0,black,1.0,,4/5,1.0,RWD,1.0,2.5l.,120.0,D,diesel,,0.0,,2020-12,,BMW,525,1350,5.0,2002
82,suv,,black,,,2/3,1.0,AWD,1.0,2.0l.,82.0,D,diesel,5.0,0.0,,2020-08,,Land-Rover,Freelander,1399,5.0,2003
83,sedan,1.0,black,1.0,,4/5,1.0,,1.0,2.5l.,114.0,,diesel,6.0,0.0,,2019-12,,Audi,A4,1400,5.0,2003
84,avant,1.0,silver,,,4/5,1.0,FWD,1.0,1.9l.,81.0,D,diesel,5.0,0.0,,2020-12,,Audi,A4,1450,5.0,2000
85,other,1.0,blue,1.0,,4/5,1.0,FWD,1.0,2.2l.,92.0,,diesel,,0.0,,2021-01,,Opel,Zafira,1500,7.0,2003
86,other,,silver,,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,5.0,0.0,,2021-05,,Opel,Zafira,1500,7.0,2003
87,sedan,,green,,,4/5,1.0,RWD,,3.0l.,100.0,,diesel,,1.0,,2020-11,,Mercedes-Benz,E 300,1500,,1995
88,sedan,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,88.0,D,diesel,6.0,0.0,1.0,2020-04,,Nissan,Primera,1500,5.0,2005
89,coupe,,,,,2/3,1.0,FWD,,2.2l.,147.0,,petrol/lpg,5.0,0.0,,2021-05,,Honda,Prelude,1500,4.0,1992
90,other,,,,,4/5,1.0,,,1.7l.,,,diesel,,0.0,,,,Opel,Meriva,1500,,2004
91,avant,1.0,black,,,4/5,1.0,FWD,1.0,2.5l.,103.0,D,diesel,6.0,0.0,,2020-04,,Audi,A6,1570,5.0,1996
92,avant,1.0,white,1.0,,4/5,1.0,FWD,1.0,1.9l.,96.0,D,diesel,6.0,0.0,,2021-05,,Volkswagen,Passat,1650,5.0,2002
93,other,,black,,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,5.0,0.0,,2021-05,,Opel,Zafira,1650,7.0,2003
94,avant,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.6l.,80.0,,diesel,5.0,0.0,,2019-08,,Peugeot,407,1650,5.0,2005
95,hatchback,,black,1.0,,2/3,1.0,FWD,1.0,1.1l.,44.0,D,petrol,5.0,0.0,,,,Citroen,C2,1650,4.0,2004
96,avant,1.0,black,,,4/5,1.0,,1.0,2.4l.,,,petrol,,1.0,,2021-01,,Audi,A6,1700,,1998
97,hatchback,,,,,4/5,1.0,,1.0,1.3l.,,,diesel,,0.0,,,,Opel,Astra,1700,,2005
98,sedan,,silver,1.0,,4/5,1.0,,1.0,2.9l.,95.0,D,diesel,,1.0,,,,Mercedes-Benz,E 290,1700,,1997
99,suv,,blue,,,4/5,1.0,AWD,1.0,2.5l.,106.0,,petrol,,0.0,,2020-12,,Suzuki,Grand Vitara,1700,5.0,2002
100,suv,1.0,silver,,,4/5,1.0,FWD,1.0,2.0l.,83.0,FR,diesel,5.0,0.0,,2019-12,,Hyundai,Santa Fe,1750,5.0,2005
101,avant,1.0,black,1.0,,4/5,1.0,RWD,1.0,2.0l.,85.0,D,diesel,5.0,0.0,,2020-11,,BMW,320,1750,5.0,2003
102,other,,silver,,,4/5,1.0,FWD,,2.2l.,94.0,,diesel,6.0,0.0,,2020-07,,Fiat,Ulysse,1750,7.0,2005
103,sedan,1.0,green,,,4/5,1.0,RWD,1.0,3.0l.,170.0,,petrol/lpg,5.0,0.0,,2020-07,1.0,BMW,330,1750,5.0,2001
104,hatchback,,blue,,,4/5,1.0,FWD,1.0,1.6l.,77.0,LT,petrol/lpg,5.0,0.0,,2020-02,,Mazda,3,1800,5.0,2004
105,avant,1.0,,,,4/5,1.0,,1.0,1.9l.,,,diesel,,0.0,,,,Volkswagen,Passat,1800,,2004
106,avant,1.0,silver,1.0,,4/5,1.0,,1.0,3.0l.,142.0,I,diesel,,0.0,,,1.0,BMW,530,1850,,2001
107,hatchback,,,,Engine,4/5,1.0,,,1.8l.,,,petrol,,0.0,,,,Audi,A3,1850,,2007
108,sedan,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.5l.,120.0,D,diesel,6.0,0.0,1.0,,1.0,Audi,A4,1850,5.0,2004
109,sedan,,red,,,4/5,1.0,RWD,,1.5l.,,LT,petrol,4.0,0.0,,,,Lada,2107,1850,,1985
110,hatchback,1.0,black,1.0,,4/5,1.0,FWD,1.0,1.6l.,80.0,FR,diesel,5.0,0.0,,2020-10,,Ford,Focus,1850,5.0,2007
111,hatchback,1.0,,,,4/5,1.0,,1.0,1.9l.,,,diesel,,0.0,,,,Seat,Leon,1850,,2004
112,avant,1.0,,1.0,,4/5,1.0,,1.0,2.0l.,,,diesel,,0.0,1.0,,,Peugeot,307,1850,,2003
113,sedan,,silver,,,4/5,1.0,FWD,,1.8l.,81.0,,petrol,5.0,0.0,,,,Ford,Mondeo,1850,5.0,2005
114,avant,,silver,,,4/5,1.0,,1.0,2.0l.,125.0,,petrol,,1.0,,2020-12,,BMW,520,1850,,2001
115,hatchback,1.0,,,,4/5,1.0,,1.0,1.9l.,85.0,,diesel,6.0,0.0,,2021-05,,Volkswagen,Golf,1899,5.0,2001
116,other,1.0,red,1.0,,4/5,1.0,FWD,1.0,2.0l.,79.0,,diesel,5.0,0.0,,2019-06,,Peugeot,807,1900,8.0,2005
117,sedan,,,,,4/5,1.0,RWD,,3.2l.,165.0,,diesel,5.0,1.0,,2021-04,,Mercedes-Benz,S 320,1900,5.0,2001
118,avant,,,1.0,,4/5,1.0,AWD,1.0,2.5l.,132.0,,diesel,5.0,1.0,1.0,2020-07,1.0,Audi,A6,1900,5.0,2003
119,other,,blue,1.0,,4/5,1.0,FWD,1.0,1.9l.,88.0,D,diesel,6.0,0.0,,2021-05,,Opel,Zafira,1900,,2006
120,avant,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,77.0,,diesel,5.0,0.0,,2019-09,,Skoda,Octavia,1950,5.0,2006
121,sedan,1.0,blue,1.0,,4/5,1.0,FWD,1.0,2.4l.,120.0,,diesel,,0.0,,,1.0,Volvo,S60,1950,,2003
122,hatchback,,blue,,,4/5,1.0,FWD,1.0,1.6l.,66.0,LT,diesel,5.0,0.0,,2019-06,,Peugeot,307,1950,5.0,2006
123,avant,1.0,black,1.0,,4/5,1.0,FWD,1.0,1.9l.,96.0,D,diesel,6.0,0.0,,,,Skoda,Octavia,1960,5.0,2004
124,suv,,red,1.0,,4/5,1.0,AWD,1.0,2.7l.,120.0,D,diesel,,1.0,,2019-12,1.0,Mercedes-Benz,ML 270,1990,5.0,2000
125,other,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,85.0,,diesel,6.0,0.0,,2019-07,1.0,Volkswagen,Sharan,1999,6.0,2006
126,coupe,,blue,,,2/3,1.0,RWD,1.0,2.0l.,110.0,D,petrol,5.0,0.0,,2020-12,,BMW,320,1999,5.0,1992
127,other,,silver,,,4/5,1.0,FWD,1.0,1.9l.,74.0,D,diesel,6.0,0.0,,2020-08,,Volkswagen,Touran,1999,5.0,2003
128,suv,,,,,4/5,1.0,AWD,,3.1l.,103.0,,diesel,,1.0,,2019-09,,Jeep,Grand Cherokee,2000,,2001
129,avant,1.0,silver,,,4/5,1.0,FWD,1.0,2.0l.,96.0,,diesel,5.0,0.0,,2020-12,1.0,Ford,Mondeo,2000,5.0,2003
130,other,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.2l.,110.0,,diesel,,1.0,,,,Renault,Grand Espace,2000,7.0,2004
131,sedan,,,,,2/3,1.0,,,0.1l.,,,petrol,,0.0,,,,GAZ,69,2000,,1970
132,avant,1.0,blue,1.0,,4/5,1.0,RWD,1.0,2.0l.,110.0,D,diesel,5.0,0.0,1.0,,,BMW,320,2090,5.0,2004
133,sedan,1.0,blue,1.0,,4/5,1.0,RWD,1.0,2.0l.,110.0,D,diesel,5.0,0.0,,2020-03,,BMW,320,2090,5.0,2002
134,sedan,,,,,4/5,1.0,,,3.0l.,,,diesel,,1.0,,,,BMW,530,2190,,2002
135,other,,,,,4/5,1.0,,,2.0l.,,,diesel,5.0,0.0,,,,Toyota,Previa,2200,7.0,2001
136,avant,1.0,blue,1.0,,4/5,1.0,RWD,1.0,2.5l.,120.0,D,diesel,5.0,0.0,,,1.0,BMW,525,2200,5.0,2002
137,avant,,silver,,,4/5,1.0,FWD,1.0,1.4l.,51.0,D,diesel,5.0,0.0,,2020-12,,Skoda,Fabia,2200,,2005
138,avant,1.0,black,,,4/5,1.0,FWD,1.0,1.6l.,81.0,,diesel,5.0,0.0,,,1.0,Volvo,V50,2250,5.0,2006
139,avant,,blue,,,4/5,1.0,FWD,,2.0l.,85.0,,diesel,,0.0,,,,Toyota,Avensis,2299,5.0,2004
140,suv,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.2l.,100.0,D,diesel,6.0,0.0,,2020-01,,Nissan,X-Trail,2350,5.0,2005
141,other,,,1.0,,4/5,1.0,,1.0,3.3l.,,,petrol/lpg,,1.0,,,1.0,Chrysler,Grand Voyager,2350,,2003
142,hatchback,,blue,,,4/5,1.0,FWD,1.0,1.4l.,65.0,D,petrol,5.0,0.0,,,,Citroen,C3,2350,5.0,2006
143,sedan,,,,,4/5,1.0,,,2.2l.,110.0,,diesel,,1.0,,2020-12,,Mercedes-Benz,C 220,2400,,2004
144,avant,,silver,,,4/5,1.0,AWD,,3.0l.,135.0,I,diesel,5.0,1.0,,2021-03,,BMW,330,2400,5.0,2001
145,hatchback,1.0,silver,1.0,,2/3,1.0,FWD,1.0,1.4l.,55.0,D,petrol,5.0,0.0,,2021-05,,Volkswagen,Golf,2450,5.0,2005
146,sedan,1.0,,1.0,,4/5,1.0,FWD,1.0,2.5l.,120.0,D,diesel,,0.0,1.0,,,Audi,A6,2450,,2002
147,avant,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.4l.,120.0,D,diesel,5.0,0.0,,2021-05,1.0,Volvo,V70,2450,5.0,2004
148,hatchback,1.0,blue,1.0,,4/5,1.0,FWD,1.0,1.9l.,,D,diesel,6.0,0.0,,2021-05,,Opel,Signum,2499,5.0,2007
149,hatchback,,silver,1.0,,4/5,1.0,FWD,1.0,1.9l.,74.0,,diesel,6.0,0.0,,2020-05,,Opel,Astra,2499,5.0,2007
150,hatchback,1.0,silver,,,4/5,1.0,FWD,1.0,2.0l.,103.0,I,diesel,6.0,1.0,,2019-10,,Volkswagen,Golf,2500,5.0,2006
151,other,,black,,,4/5,1.0,FWD,1.0,2.2l.,100.0,D,diesel,,0.0,1.0,2020-10,,Toyota,Corolla Verso,2500,5.0,2006
152,avant,,black,,,4/5,1.0,,,3.2l.,150.0,,diesel,,1.0,,2019-10,,Mercedes-Benz,E 320,2600,,2004
153,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.2l.,55.0,LT,diesel,5.0,0.0,,2020-07,,Volkswagen,Polo,2600,5.0,2011
154,avant,1.0,black,,,4/5,1.0,FWD,,2.4l.,136.0,,diesel,,1.0,,2020-10,1.0,Volvo,V70,2690,5.0,2006
155,sedan,1.0,silver,1.0,,4/5,1.0,RWD,1.0,2.5l.,120.0,D,diesel,5.0,0.0,,2020-08,1.0,BMW,525,2700,5.0,2001
156,avant,1.0,,,,4/5,1.0,RWD,1.0,2.5l.,120.0,D,diesel,5.0,0.0,,2021-04,,BMW,525,2700,5.0,2001
157,suv,1.0,,,,4/5,1.0,,1.0,2.2l.,,,diesel,,0.0,1.0,,1.0,Hyundai,Santa Fe,2700,,2005
158,avant,,blue,,,4/5,1.0,AWD,1.0,2.0l.,110.0,,diesel,6.0,0.0,,2020-03,,Subaru,Legacy,2750,5.0,2008
159,avant,1.0,black,,,4/5,1.0,FWD,1.0,2.5l.,120.0,D,diesel,6.0,0.0,1.0,2021-03,1.0,Audi,A4,2750,5.0,2003
160,coupe,,,,,2/3,1.0,,,1.8l.,,,petrol,,0.0,,,,BMW,318,2750,,1985
161,cabriolet,1.0,blue,1.0,,4/5,1.0,FWD,1.0,1.9l.,110.0,,diesel,6.0,0.0,1.0,,1.0,Opel,Astra,2750,,2006
162,avant,1.0,black,,,4/5,1.0,FWD,1.0,2.5l.,120.0,D,diesel,6.0,0.0,,,,Audi,A4,2790,5.0,2005
163,other,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.9l.,88.0,D,diesel,6.0,0.0,1.0,,,Opel,Zafira,2800,7.0,2008
164,avant,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.5l.,120.0,D,diesel,6.0,0.0,,2019-09,1.0,Audi,A4,2800,5.0,2005
165,suv,,blue,1.0,,4/5,1.0,AWD,1.0,2.2l.,88.0,D,diesel,5.0,0.0,1.0,2021-04,,Opel,Frontera,2800,5.0,2004
166,hatchback,,silver,,,4/5,1.0,FWD,,1.9l.,77.0,FR,diesel,5.0,0.0,,2021-04,,Volkswagen,Golf,2850,5.0,2006
167,avant,1.0,silver,1.0,,4/5,1.0,,1.0,1.6l.,80.0,,diesel,,0.0,,2021-01,1.0,Volvo,V50,2900,,2005
168,other,,silver,,,4/5,1.0,FWD,1.0,1.2l.,,I,petrol,5.0,0.0,,2021-05,,Renault,Clio,2900,5.0,2007
169,hatchback,1.0,silver,1.0,,2/3,1.0,FWD,1.0,2.0l.,100.0,D,diesel,6.0,0.0,,,1.0,Volvo,C30,2995,5.0,2007
170,other,,,,,2/3,1.0,,,2.9l.,91.0,,diesel,,0.0,,2019-09,,Mercedes-Benz,Sprinter,2999,,1998
171,hatchback,,,,,4/5,1.0,,,1.4l.,,,petrol/lpg,,0.0,,,,Opel,Corsa,3000,,2007
172,suv,1.0,blue,1.0,Gearbox,4/5,1.0,AWD,1.0,3.0l.,148.0,I,petrol/lpg,,1.0,,2019-10,1.0,Lexus,RX 300,3000,5.0,2002
173,suv,,black,,,4/5,1.0,AWD,1.0,2.4l.,118.0,,petrol/lpg,4.0,1.0,,2020-01,,Mitsubishi,Outlander,3000,5.0,2004
174,hatchback,,,,,4/5,1.0,,,1.6l.,,,petrol,,0.0,,,,Volkswagen,Golf Plus,3000,,2005
175,other,,silver,,,4/5,1.0,FWD,,2.0l.,103.0,FR,diesel,,0.0,,2021-03,,Seat,Altea,3000,,2006
176,avant,,green,,,4/5,1.0,FWD,,2.4l.,120.0,,diesel,6.0,0.0,,,,Volvo,V70,3050,5.0,2006
177,hatchback,1.0,black,1.0,,4/5,1.0,FWD,1.0,1.9l.,110.0,D,diesel,6.0,0.0,1.0,2020-10,1.0,Opel,Vectra,3100,5.0,2007
178,sedan,1.0,silver,1.0,,4/5,1.0,RWD,1.0,3.0l.,163.0,,petrol/lpg,,1.0,,2019-09,1.0,Lexus,GS 300,3200,5.0,1998
179,hatchback,1.0,blue,1.0,,4/5,1.0,FWD,1.0,1.9l.,77.0,,diesel,5.0,0.0,,2020-04,,Audi,A3,3200,5.0,2006
180,hatchback,1.0,black,,,4/5,1.0,FWD,1.0,1.9l.,110.0,D,diesel,,0.0,1.0,,1.0,Opel,Signum,3200,5.0,2008
181,pickup,1.0,silver,1.0,,4/5,1.0,AWD,1.0,2.0l.,104.0,D,diesel,5.0,1.0,,,1.0,Ssangyong,Actyon,3299,5.0,2008
182,hatchback,,blue,1.0,,4/5,1.0,,1.0,2.0l.,80.0,D,diesel,,1.0,,,,Mercedes-Benz,A 180,3300,5.0,2006
183,hatchback,1.0,gold,,,4/5,1.0,FWD,1.0,2.2l.,130.0,D,diesel,6.0,0.0,,2019-08,,Toyota,Auris,3300,5.0,2007
184,suv,,,,,4/5,1.0,AWD,,2.7l.,,I,diesel,,1.0,,,,Mercedes-Benz,ML 270,3333,,2002
