,body,climate_control,color,cruise_control,defects,door_count,driver_side,drivetrain,electric_windows,engine,engine_power,first_registration_country,fuel,gear_count,gearbox,gps,inspection,leather_seats,manufacturer,model,price,seats,year
6251,sedan,,silver,,,4/5,1.0,FWD,,2.5l.,103.0,,diesel,5.0,1.0,,2021-03,,Volvo,S80,1200,5.0,1999
6252,sedan,1.0,silver,,,4/5,1.0,FWD,1.0,1.8l.,90.0,D,petrol,5.0,0.0,,,,Opel,Vectra,1200,5.0,2003
6253,sedan,,red,,,4/5,1.0,FWD,1.0,1.9l.,66.0,,diesel,5.0,0.0,,,,Volkswagen,Bora,1200,5.0,2000
6254,avant,,,,,4/5,1.0,FWD,,1.9l.,,D,diesel,5.0,0.0,,2021-05,,Audi,A6,1200,5.0,2001
6255,sedan,,black,1.0,Other,4/5,1.0,FWD,1.0,2.5l.,103.0,D,diesel,5.0,1.0,,2020-08,1.0,Volvo,S80,1200,5.0,2000
6256,sedan,1.0,black,,Engine,4/5,1.0,FWD,1.0,2.4l.,120.0,D,diesel,5.0,0.0,1.0,,1.0,Volvo,S60,1200,5.0,2004
6257,sedan,,,,,4/5,1.0,FWD,,2.5l.,110.0,,diesel,6.0,0.0,,2021-01,,Audi,A4,1200,5.0,1998
6258,hatchback,,,,,4/5,1.0,,1.0,1.4l.,,,petrol,,0.0,,,,Honda,Civic,1200,,2002
6259,sedan,,blue,,,4/5,1.0,FWD,,1.9l.,81.0,,diesel,,1.0,,2019-09,,Volkswagen,Bora,1200,,1999
6260,other,,silver,,,4/5,1.0,FWD,,1.7l.,74.0,,diesel,,0.0,,2020-04,,Opel,Meriva,1200,,2005
6261,other,,silver,,,2/3,1.0,,,1.9l.,,,diesel,,0.0,,,,Citroen,Berlingo,1200,2.0,2005
6262,hatchback,,silver,,,,,,,2.0l.,85.0,,diesel,,1.0,,,,Ford,Mondeo,1200,,2004
6263,hatchback,,,,,4/5,1.0,,,1.4l.,,,diesel,,0.0,,,,Mazda,2,1200,,2005
6264,avant,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.9l.,85.0,D,diesel,5.0,0.0,,2019-11,,Volvo,V40,1200,5.0,2002
6265,sedan,1.0,silver,1.0,,4/5,1.0,RWD,1.0,2.2l.,106.0,,petrol/lpg,5.0,0.0,,2020-03,1.0,Opel,Omega,1200,5.0,2000
6266,hatchback,,black,,,4/5,1.0,FWD,,1.6l.,81.0,,diesel,5.0,0.0,,2020-03,,Citroen,C4,1200,5.0,2008
6267,hatchback,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,66.0,,diesel,5.0,0.0,,,,Audi,A3,1200,5.0,1999
6268,avant,1.0,black,,,4/5,1.0,FWD,1.0,2.0l.,79.0,FR,diesel,5.0,0.0,1.0,2021-02,1.0,Citroen,C5,1200,5.0,2004
6269,sedan,,,,,4/5,1.0,FWD,,2.3l.,110.0,LT,petrol,,0.0,,2020-01,,Volkswagen,Bora,1200,,1999
6270,avant,,black,,,4/5,1.0,FWD,,1.9l.,74.0,D,diesel,5.0,0.0,,,,Volkswagen,Golf,1200,5.0,2002
6271,sedan,,silver,,,4/5,1.0,RWD,,1.8l.,,D,petrol,,1.0,,2019-12,,Mercedes-Benz,200,1200,5.0,2000
6272,sedan,1.0,blue,,,4/5,1.0,FWD,1.0,2.4l.,120.0,,petrol/lpg,5.0,1.0,,2020-05,1.0,Audi,A6,1200,5.0,1998
6273,avant,,,,,4/5,1.0,,,1.6l.,,,diesel,,0.0,,,,Peugeot,307,1200,,2005
6274,avant,1.0,black,,,4/5,1.0,RWD,1.0,2.9l.,142.0,D,diesel,5.0,0.0,,2020-06,,BMW,530,1200,5.0,2000
6275,sedan,1.0,blue,,,4/5,1.0,RWD,1.0,3.0l.,135.0,D,diesel,5.0,0.0,,2019-09,1.0,BMW,330,1200,5.0,2001
6276,hatchback,,silver,,,4/5,1.0,FWD,,2.2l.,81.0,,diesel,5.0,0.0,,,,Nissan,Almera,1200,5.0,2002
6277,sedan,1.0,green,,,4/5,1.0,AWD,1.0,2.8l.,142.0,,petrol/lpg,,1.0,,2020-09,1.0,Audi,A6,1200,5.0,1997
6278,avant,1.0,silver,,,4/5,1.0,,1.0,0.3l.,103.0,,diesel,,1.0,,2021-03,1.0,Volvo,V70,1200,5.0,2000
6279,sedan,1.0,sand,,,4/5,1.0,,1.0,2.5l.,,,diesel,,0.0,,,1.0,Volvo,S80,1200,,2000
6280,sedan,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,Opel,Vectra,1200,,2002
6281,avant,,silver,,,4/5,1.0,FWD,1.0,2.5l.,103.0,D,diesel,5.0,0.0,,2021-04,1.0,Volvo,V70,1200,5.0,2000
6282,sedan,1.0,silver,1.0,,4/5,1.0,FWD,1.0,1.9l.,81.0,D,diesel,5.0,0.0,,2020-02,,Volkswagen,Passat,1200,5.0,1998
6283,avant,,silver,,,4/5,1.0,FWD,,1.9l.,85.0,,diesel,5.0,0.0,,2021-02,,Volkswagen,Passat,1200,5.0,1999
6284,suv,,,,,2/3,1.0,AWD,1.0,1.8l.,88.0,,petrol,5.0,0.0,,2021-04,,Mitsubishi,Pajero Pinin,1200,4.0,2000
6285,sedan,1.0,white,,,4/5,1.0,RWD,1.0,2.0l.,110.0,D,petrol/lpg,5.0,0.0,,2019-11,,BMW,520,1200,5.0,2000
6286,other,,blue,,,4/5,1.0,FWD,1.0,1.9l.,81.0,,diesel,,0.0,,2020-03,,Ford,Galaxy,1200,7.0,1999
6287,sedan,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,Mercedes-Benz,E 200,1200,,2000
6288,hatchback,,,,,4/5,1.0,FWD,,2.0l.,81.0,,diesel,5.0,0.0,,2020-05,,Toyota,Avensis,1200,5.0,2001
6289,other,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Fiat,Scudo,1200,,1999
6290,sedan,1.0,silver,,,4/5,1.0,FWD,1.0,2.0l.,85.0,,diesel,5.0,0.0,,2020-10,1.0,Rover,75,1200,5.0,2001
6291,avant,,,,,4/5,1.0,,,3.0l.,,,diesel,,0.0,,,,Peugeot,607,1200,,2002
6292,sedan,,,,,4/5,1.0,,,2.9l.,,,diesel,,0.0,,,,Mercedes-Benz,E 290,1200,,1996
6293,avant,,silver,,,4/5,1.0,FWD,1.0,1.9l.,66.0,D,diesel,5.0,0.0,,2019-10,,Audi,80,1200,5.0,1994
6294,other,1.0,silver,,,4/5,1.0,FWD,1.0,2.0l.,74.0,D,diesel,5.0,0.0,,2021-04,,Opel,Zafira,1200,7.0,2003
6295,other,,silver,,,4/5,1.0,FWD,1.0,1.5l.,,,diesel,5.0,0.0,,2019-11,,Renault,Kangoo,1200,,2003
6296,avant,,,,,4/5,1.0,RWD,,2.2l.,105.0,,diesel,,1.0,,2020-08,,Mercedes-Benz,E 220,1200,5.0,2001
6297,other,,black,1.0,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,,0.0,,2021-04,,Opel,Zafira,1200,7.0,2001
6298,other,,green,,,4/5,1.0,FWD,1.0,2.0l.,66.0,,diesel,,0.0,,2020-06,,Toyota,Corolla Verso,1200,5.0,2002
6299,avant,,black,1.0,,4/5,1.0,,1.0,2.5l.,103.0,,diesel,,0.0,,2020-04,1.0,Volvo,V70,1200,5.0,2000
6300,sedan,1.0,,1.0,,4/5,1.0,FWD,1.0,1.9l.,81.0,,diesel,5.0,0.0,,2021-04,1.0,Audi,A6,1200,5.0,2001
6301,sedan,,,,,4/5,1.0,FWD,1.0,1.3l.,66.0,,diesel,,0.0,,2019-06,,Fiat,Linea,1200,5.0,2008
6302,avant,1.0,silver,1.0,,4/5,1.0,FWD,1.0,2.5l.,103.0,,diesel,5.0,0.0,,2021-05,1.0,Volvo,V70,1200,5.0,1999
6303,avant,1.0,blue,,,4/5,1.0,RWD,1.0,2.0l.,100.0,,diesel,5.0,0.0,,2020-09,1.0,BMW,320,1200,5.0,2000
6304,hatchback,,black,,,2/3,1.0,,,1.9l.,96.0,,diesel,6.0,0.0,,2019-06,,Audi,A3,1200,,2000
6305,hatchback,1.0,,,,4/5,1.0,,1.0,2.3l.,122.0,,petrol,,0.0,,,,Mazda,6,1200,,2005
6306,avant,,silver,,,4/5,1.0,FWD,,1.9l.,74.0,FR,diesel,5.0,0.0,,2019-06,,Volkswagen,Passat,1200,5.0,2002
6307,sedan,,silver,,,4/5,1.0,RWD,1.0,2.2l.,70.0,,diesel,5.0,0.0,,2020-11,,Mercedes-Benz,C 220,1200,5.0,1998
6308,suv,1.0,silver,1.0,,4/5,0.0,AWD,1.0,3.0l.,135.0,,diesel,5.0,1.0,,,1.0,BMW,X5,1200,5.0,2003
6309,sedan,1.0,black,1.0,,4/5,1.0,FWD,1.0,2.2l.,92.0,,diesel,5.0,0.0,,2020-04,,Saab,9-3,1200,5.0,2004
6310,avant,,black,,,4/5,1.0,FWD,1.0,2.5l.,85.0,D,diesel,5.0,0.0,,2020-07,,Audi,A6,1200,5.0,1996
6311,sedan,1.0,,1.0,,4/5,1.0,RWD,1.0,3.0l.,100.0,,diesel,,1.0,,,1.0,Mercedes-Benz,E 300,1200,5.0,1996
6312,other,,,,,4/5,1.0,FWD,,1.4l.,60.0,D,petrol/lpg,,0.0,,,,Mercedes-Benz,A 140,1200,5.0,2001
6313,hatchback,,silver,1.0,,4/5,1.0,FWD,1.0,1.8l.,84.0,D,petrol,5.0,0.0,,,,Nissan,Almera,1200,5.0,2002
6314,avant,,,1.0,Other,4/5,1.0,AWD,1.0,2.0l.,125.0,,petrol/lpg,,1.0,,,1.0,Subaru,Forester,1200,,1999
6315,avant,,,,,4/5,1.0,AWD,,1.8l.,,,petrol,5.0,0.0,,,,Subaru,Leone,1200,,1986
6316,other,,,,,4/5,1.0,,,2.4l.,,,petrol/lpg,,0.0,,,,Chrysler,Voyager,1200,,2002
6317,hatchback,,silver,,,4/5,1.0,FWD,,1.5l.,65.0,,diesel,5.0,0.0,,2021-05,,Hyundai,Getz,1200,5.0,2005
6318,other,,,,,4/5,1.0,FWD,1.0,1.6l.,81.0,D,petrol,5.0,0.0,,,,Renault,Scenic,1200,5.0,2000
6319,hatchback,,black,,,2/3,1.0,FWD,1.0,2.0l.,110.0,,petrol/lpg,5.0,0.0,1.0,2020-10,,Ford,Escort,1200,5.0,1996
6320,sedan,,silver,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,2021-01,,Volkswagen,Bora,1200,,2000
6321,hatchback,,blue,,,2/3,1.0,,,2.0l.,85.0,D,petrol,,0.0,,2020-10,,Volkswagen,Beetle,1200,,2000
6322,hatchback,,,,,2/3,1.0,,1.0,1.9l.,,,diesel,,0.0,,,,Audi,A3,1200,,2001
6323,suv,,green,,,4/5,1.0,AWD,1.0,2.8l.,,,diesel,,0.0,,2019-05,,Mitsubishi,Pajero,1200,7.0,1999
6324,suv,,blue,,,4/5,1.0,AWD,1.0,2.7l.,92.0,D,diesel,5.0,0.0,,2020-12,,Nissan,Terrano,1200,5.0,1998
6325,sedan,1.0,green,1.0,,4/5,1.0,FWD,1.0,2.4l.,103.0,,petrol,5.0,0.0,,2019-09,,Volvo,S80,1200,5.0,1999
6326,hatchback,,,,,4/5,0.0,,,1.9l.,110.0,,diesel,6.0,0.0,,2019-07,,Opel,Vectra,1200,,2007
6327,avant,1.0,blue,,,4/5,1.0,AWD,1.0,2.5l.,132.0,D,diesel,6.0,0.0,,2020-05,,Audi,A4,1200,5.0,2001
6328,avant,1.0,silver,,,4/5,1.0,FWD,1.0,2.4l.,121.0,D,petrol/lpg,5.0,0.0,,2020-02,1.0,Audi,A6,1200,5.0,1999
6329,sedan,1.0,blue,1.0,,4/5,1.0,RWD,1.0,2.5l.,85.0,,diesel,,0.0,,2020-08,1.0,BMW,525,1200,5.0,1998
6330,sedan,,,,,4/5,1.0,RWD,,1.8l.,,,petrol,,0.0,,2020-03,,BMW,318,1200,,1998
6331,sedan,,,,Burnt,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Volkswagen,Passat,1200,,1999
6332,avant,,silver,1.0,,4/5,1.0,RWD,1.0,1.8l.,85.0,,diesel,5.0,0.0,1.0,2019-09,1.0,BMW,320,1200,5.0,2003
6333,hatchback,,black,,,2/3,1.0,RWD,1.0,2.0l.,105.0,,petrol,5.0,0.0,,2020-11,,BMW,318,1200,5.0,2002
6334,hatchback,,black,,,4/5,1.0,FWD,,2.5l.,108.0,,petrol/lpg,,1.0,,2019-06,,BMW,318,1200,5.0,2002
6335,sedan,,,1.0,,4/5,1.0,RWD,1.0,2.5l.,125.0,,petrol,,0.0,,2021-03,,BMW,525,1200,5.0,1998
6336,avant,1.0,blue,,,4/5,1.0,FWD,1.0,1.9l.,66.0,D,diesel,,0.0,,,,Volkswagen,Golf,1200,5.0,1999
6337,sedan,,,,,4/5,1.0,FWD,1.0,1.6l.,74.0,,petrol/lpg,5.0,0.0,,2020-08,,Audi,A4,1200,5.0,1996
6338,avant,1.0,,,,4/5,1.0,FWD,,1.8l.,110.0,,petrol,,0.0,,,,Volkswagen,Passat,1200,,2003
6339,hatchback,,green,,,4/5,1.0,FWD,1.0,1.8l.,85.0,,diesel,5.0,0.0,1.0,2020-05,,Ford,Focus,1200,5.0,2003
6340,other,,blue,,,2/3,1.0,RWD,,1.6l.,37.0,,diesel,,0.0,,2020-08,,Volkswagen,Transporter,1200,7.0,1985
6341,avant,,,,,4/5,1.0,AWD,,4.2l.,206.0,,petrol,,0.0,,,,Audi,100,1200,,1995
6342,other,1.0,green,,,4/5,1.0,FWD,1.0,1.9l.,85.0,,diesel,6.0,0.0,,,,Volkswagen,Sharan,1200,7.0,2003
6343,sedan,,black,,,4/5,1.0,FWD,1.0,2.3l.,98.0,,petrol/lpg,5.0,0.0,,2021-01,,Audi,100,1200,5.0,1994
6344,avant,,,,,6/7,1.0,,1.0,2.2l.,,,diesel,,0.0,1.0,,,Opel,Zafira,1200,,2004
6345,avant,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,BMW,320,1200,,2004
6346,avant,,,,,4/5,1.0,FWD,1.0,2.4l.,120.0,,diesel,,1.0,,2020-01,1.0,Volvo,V70,1200,5.0,2004
6347,avant,,silver,,,4/5,1.0,FWD,1.0,1.9l.,74.0,D,diesel,,0.0,,2019-07,,Volkswagen,Golf,1200,5.0,2003
6348,avant,1.0,blue,1.0,,4/5,1.0,RWD,1.0,3.0l.,135.0,,diesel,,1.0,,2021-03,,BMW,530,1200,,1999
6349,sedan,,,,Other,4/5,1.0,,,2.3l.,125.0,,petrol,5.0,0.0,,2020-05,,BMW,525,1200,5.0,2000
6350,avant,1.0,silver,,,4/5,1.0,FWD,1.0,2.2l.,83.0,,diesel,,0.0,,2020-04,,Renault,Espace,1200,7.0,2000
6351,hatchback,,blue,,,2/3,1.0,FWD,,1.2l.,40.0,LT,petrol,5.0,0.0,,2020-06,,Volkswagen,Polo,1200,5.0,2005
6352,other,,silver,,,4/5,1.0,FWD,1.0,2.0l.,100.0,FR,diesel,5.0,0.0,,2020-10,,Mazda,MPV,1200,7.0,2003
6353,coupe,1.0,,,,2/3,1.0,,1.0,3.2l.,,,petrol/lpg,,1.0,,,1.0,Mercedes-Benz,CLK 320,1200,,1998
6354,suv,,,,,2/3,1.0,,1.0,1.6l.,,,petrol/lpg,,0.0,,2020-09,,Honda,HR-V,1200,,2000
6355,sedan,1.0,,,,4/5,1.0,RWD,1.0,2.5l.,105.0,FR,diesel,5.0,0.0,,2021-01,1.0,BMW,525,1200,5.0,1998
6356,other,,black,,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,5.0,0.0,,,,Opel,Zafira,1200,,2003
6357,avant,,black,,,4/5,1.0,RWD,1.0,2.0l.,85.0,D,diesel,,0.0,,,,BMW,318,1200,,2004
6358,sedan,1.0,white,,,4/5,1.0,FWD,1.0,2.0l.,110.0,,petrol,5.0,0.0,,2021-03,,Toyota,Avensis,1200,5.0,2000
6359,other,1.0,blue,,,4/5,1.0,FWD,1.0,2.2l.,92.0,,diesel,5.0,0.0,,2019-10,,Opel,Zafira,1200,7.0,2003
6360,avant,,silver,,,4/5,1.0,FWD,,1.7l.,55.0,I,diesel,5.0,0.0,,2021-01,,Opel,Astra,1200,,2002
6361,sedan,,,,,4/5,1.0,,1.0,1.9l.,,,diesel,,0.0,,,,Volkswagen,Passat,1200,,1997
6362,other,,,,,2/3,1.0,,,2.2l.,66.0,,diesel,5.0,0.0,,2019-09,,Opel,Movano,1200,,2001
6363,sedan,1.0,blue,,,4/5,1.0,FWD,1.0,2.0l.,100.0,FR,diesel,,0.0,,2020-01,,Peugeot,407,1200,5.0,2004
6364,coupe,,,,,2/3,1.0,FWD,,1.8l.,82.0,,petrol/lpg,5.0,0.0,,2020-07,,Audi,Coupe,1200,5.0,1990
6365,hatchback,1.0,,,,4/5,1.0,RWD,1.0,2.5l.,120.0,,diesel,5.0,0.0,,2020-03,1.0,BMW,525,1200,5.0,2001
6366,avant,1.0,,1.0,,4/5,1.0,,1.0,2.7l.,,,diesel,,1.0,,,1.0,Mercedes-Benz,E 270,1200,,2002
6367,hatchback,,blue,,,2/3,1.0,FWD,1.0,1.2l.,47.0,D,petrol,5.0,0.0,,,,Volkswagen,Polo,1200,5.0,2005
6368,sedan,,,,,4/5,1.0,,,1.8l.,,,petrol,,1.0,,,,Opel,Vectra,1200,,1995
6369,hatchback,,,,,4/5,1.0,,,1.9l.,,,diesel,,1.0,,,,Volkswagen,Golf,1200,,1999
6370,avant,,,,,4/5,1.0,,,2.5l.,,,diesel,,0.0,,,,Audi,A6,1200,,2002
6371,sedan,1.0,blue,1.0,,4/5,1.0,RWD,1.0,2.9l.,135.0,,diesel,5.0,1.0,,2020-09,1.0,BMW,530,1200,5.0,1999
6372,sedan,,,,,4/5,1.0,FWD,,2.5l.,103.0,,diesel,,0.0,,2021-01,,Volvo,S80,1200,5.0,1999
6373,avant,,silver,,,4/5,1.0,FWD,1.0,2.2l.,92.0,D,diesel,,0.0,,,,Opel,Astra,1200,5.0,2004
6374,other,,black,,,4/5,1.0,FWD,,2.0l.,74.0,,diesel,5.0,0.0,,2020-08,,Opel,Zafira,1200,7.0,2001
6375,hatchback,1.0,silver,,,2/3,1.0,FWD,1.0,2.0l.,99.0,FR,petrol,5.0,0.0,,2021-03,,Peugeot,206,1200,5.0,1999
6376,sedan,1.0,green,,,4/5,1.0,RWD,1.0,2.5l.,110.0,I,diesel,5.0,0.0,,2019-05,1.0,Mercedes-Benz,E 250,1200,5.0,1998
6377,pickup,,,,,2/3,1.0,,,1.9l.,,,diesel,,0.0,,,,Skoda,Kitas,1200,,2000
6378,sedan,1.0,,,Other,4/5,1.0,FWD,1.0,3.0l.,135.0,LT,petrol,,1.0,,,1.0,Alfa-Romeo,164,1200,5.0,1992
6379,other,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Volkswagen,Sharan,1200,,1997
6380,sedan,,red,,,4/5,1.0,AWD,,2.5l.,135.0,D,diesel,5.0,0.0,,2019-01,,Audi,90,1200,5.0,1988
6381,other,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Volkswagen,Sharan,1200,,1999
6382,avant,1.0,,,,4/5,1.0,FWD,1.0,1.9l.,85.0,,diesel,5.0,0.0,,2021-04,1.0,Volkswagen,Passat,1200,5.0,2000
6383,other,,white,,,4/5,1.0,,,2.8l.,92.0,,diesel,,0.0,,,,Iveco,Daily 35,1200,,2002
6384,sedan,1.0,,1.0,,4/5,1.0,,1.0,3.0l.,,,diesel,,0.0,,,1.0,BMW,530,1200,,1999
6385,other,,white,,,4/5,1.0,FWD,1.0,1.9l.,66.0,,diesel,,0.0,,2020-05,,Volkswagen,Sharan,1200,7.0,1997
6386,hatchback,1.0,violet,,,4/5,1.0,FWD,1.0,2.0l.,79.0,FR,diesel,5.0,0.0,,2019-06,,Peugeot,307,1200,,2003
6387,avant,,,,,4/5,1.0,,1.0,2.5l.,103.0,,diesel,,0.0,,,1.0,Volvo,V70,1200,,1999
6388,avant,,silver,,,4/5,1.0,FWD,1.0,2.0l.,107.0,,petrol/lpg,5.0,0.0,,2021-03,,Ford,Mondeo,1200,5.0,2001
6389,other,,green,1.0,,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,,0.0,,2020-03,,Opel,Zafira,1200,7.0,2003
6390,hatchback,1.0,silver,,,4/5,1.0,FWD,1.0,1.6l.,79.0,D,petrol/lpg,5.0,0.0,,,,Renault,Scenic,1200,5.0,2001
6391,avant,,silver,,,4/5,1.0,FWD,,2.5l.,110.0,D,diesel,6.0,0.0,,2020-10,,Audi,A6,1200,5.0,1999
6392,avant,1.0,silver,,,4/5,1.0,FWD,1.0,1.8l.,92.0,D,petrol,5.0,0.0,,2021-03,,Audi,A4,1200,5.0,1999
6393,other,,green,,,4/5,1.0,FWD,,1.8l.,84.0,,petrol/lpg,5.0,0.0,,2019-06,,Mazda,Premacy,1200,5.0,2002
6394,avant,,blue,,,4/5,1.0,FWD,,1.2l.,55.0,D,petrol,5.0,0.0,,,,Renault,Kangoo,1200,5.0,2002
6395,avant,,,,,4/5,1.0,,,2.0l.,92.0,,petrol/lpg,,0.0,,,,Subaru,Impreza,1200,,2000
6396,suv,,,,,4/5,1.0,AWD,,2.5l.,73.0,,diesel,5.0,0.0,,2020-07,,Hyundai,Galloper,1200,5.0,1999
6397,avant,,black,,,4/5,1.0,,,2.5l.,110.0,D,diesel,6.0,0.0,,2021-02,,Audi,A4,1200,5.0,2000
6398,suv,,,,,4/5,1.0,AWD,1.0,2.4l.,,,petrol,5.0,0.0,,2020-04,,Ford,Maverick,1200,7.0,1995
6399,hatchback,,black,,,4/5,1.0,FWD,,1.4l.,,D,diesel,5.0,0.0,,2019-06,,Volkswagen,Polo,1200,5.0,2004
6400,other,,white,,,4/5,1.0,RWD,1.0,2.3l.,71.0,,diesel,,0.0,,,,Iveco,29L10,1200,3.0,2005
6401,hatchback,,red,,,4/5,1.0,,,2.3l.,,,petrol,,1.0,,2020-09,,Volkswagen,Golf,1200,,1998
6402,other,,,,,4/5,1.0,FWD,1.0,1.9l.,81.0,,diesel,5.0,0.0,,2020-03,,Seat,Alhambra,1222,,1999
6403,avant,,blue,,,4/5,1.0,FWD,1.0,1.9l.,66.0,D,diesel,,0.0,,2020-06,,Volkswagen,Passat,1230,,1999
6404,hatchback,,black,,,4/5,1.0,FWD,1.0,1.4l.,55.0,D,petrol,5.0,0.0,,2021-04,,Citroen,C3,1249,5.0,2002
6405,hatchback,1.0,blue,1.0,,2/3,1.0,FWD,1.0,1.9l.,88.0,,diesel,,0.0,1.0,2020-01,,Opel,Astra,1249,5.0,2005
6406,avant,,,,,4/5,1.0,,,3.0l.,,,petrol,,0.0,,,,BMW,330,1250,,1995
6407,sedan,1.0,black,1.0,,4/5,1.0,RWD,1.0,2.2l.,105.0,,diesel,,1.0,,2019-11,,Mercedes-Benz,C 220,1250,5.0,2001
6408,other,,black,,,4/5,1.0,,1.0,1.3l.,55.0,FR,diesel,,0.0,,,,Opel,Meriva,1250,,2007
6409,suv,,red,,,4/5,1.0,AWD,,2.0l.,92.0,,petrol,5.0,0.0,,2021-03,,Subaru,Forester,1250,5.0,1999
6410,cabriolet,1.0,,,,2/3,1.0,FWD,1.0,1.4l.,50.0,D,diesel,,0.0,,,,Citroen,C3,1250,,2006
6411,other,,,,,4/5,1.0,FWD,,2.0l.,74.0,D,diesel,,0.0,,,,Opel,Zafira,1250,7.0,2003
6412,hatchback,,silver,,,2/3,0.0,FWD,1.0,1.2l.,,,petrol,7.0,0.0,,2020-03,,Fiat,500,1250,5.0,2010
6413,avant,1.0,blue,,,4/5,1.0,FWD,,1.9l.,85.0,D,diesel,6.0,0.0,,,,Volkswagen,Golf,1250,5.0,1999
6414,avant,,silver,1.0,,4/5,1.0,FWD,1.0,1.9l.,66.0,,diesel,5.0,0.0,,,,Volkswagen,Golf,1250,5.0,2001
6415,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.7l.,44.0,D,diesel,5.0,0.0,,,,Mercedes-Benz,A 160,1250,5.0,1999
6416,hatchback,,,,,4/5,1.0,,,2.2l.,,,diesel,,0.0,,,,Opel,Signum,1250,,2003
6417,avant,,black,,,4/5,1.0,FWD,,1.9l.,66.0,D,diesel,5.0,0.0,,,,Volkswagen,Passat,1200,5.0,1998
6418,sedan,1.0,silver,,,4/5,1.0,RWD,1.0,2.2l.,88.0,,diesel,5.0,0.0,1.0,2020-11,,Opel,Omega,1250,5.0,2001
6419,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.7l.,55.0,D,diesel,5.0,0.0,,2021-05,,Opel,Astra,1250,5.0,2000
6420,avant,,,1.0,,4/5,1.0,RWD,1.0,2.9l.,95.0,,diesel,,1.0,,2019-04,1.0,Mercedes-Benz,E 290,1250,,1998
6421,avant,1.0,silver,,,4/5,1.0,AWD,1.0,2.5l.,132.0,D,diesel,6.0,1.0,,2019-10,1.0,Audi,A6,1250,5.0,2002
6422,hatchback,,black,,,4/5,1.0,,,1.9l.,88.0,,diesel,,0.0,,2021-04,,Renault,Laguna,1250,,2002
6423,sedan,1.0,silver,1.0,,4/5,1.0,RWD,1.0,3.0l.,142.0,,diesel,,1.0,,2019-08,1.0,BMW,530,1250,5.0,2002
6424,hatchback,,black,,,4/5,1.0,RWD,,1.8l.,85.0,D,petrol/lpg,5.0,0.0,,,,BMW,116,1250,5.0,2005
6425,other,,silver,,,4/5,1.0,FWD,1.0,2.2l.,92.0,D,diesel,5.0,0.0,,2021-01,,Opel,Zafira,1250,7.0,2002
6426,sedan,1.0,,1.0,,4/5,1.0,FWD,1.0,2.5l.,103.0,,diesel,,1.0,,2021-02,,Volvo,S80,1250,,1999
6427,other,,silver,,,4/5,1.0,FWD,1.0,2.2l.,94.0,,diesel,6.0,0.0,,2020-04,,Citroen,C8,1250,6.0,2005
6428,hatchback,1.0,green,1.0,,2/3,1.0,FWD,1.0,1.6l.,80.0,D,diesel,5.0,0.0,,2019-09,,Ford,Focus,1250,,2006
6429,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.4l.,50.0,D,diesel,5.0,0.0,,2020-05,,Ford,Fiesta,1150,5.0,2002
6430,sedan,,,,,4/5,1.0,,,2.7l.,131.0,,petrol/lpg,,1.0,,2021-05,,Hyundai,Sonata,1250,,2004
6431,sedan,1.0,blue,,,4/5,1.0,RWD,1.0,2.5l.,120.0,,diesel,5.0,0.0,1.0,,1.0,BMW,525,1250,5.0,2000
6432,hatchback,,silver,,,4/5,1.0,,,1.9l.,88.0,,diesel,,0.0,,2019-06,,Opel,Signum,1250,,2005
6433,avant,,,,,4/5,1.0,,,1.9l.,74.0,,diesel,,0.0,,,,Volkswagen,Passat,1250,,2003
6434,avant,,black,,,4/5,1.0,FWD,1.0,2.2l.,92.0,D,diesel,,0.0,,2020-11,,Opel,Astra,1250,,2002
6435,avant,1.0,black,1.0,,4/5,1.0,FWD,1.0,2.2l.,92.0,D,diesel,5.0,0.0,,,1.0,Opel,Vectra,1250,5.0,2002
6436,sedan,,,,,4/5,1.0,,1.0,2.2l.,,,diesel,,1.0,,,1.0,Mercedes-Benz,C 220,1250,,2001
6437,sedan,,,,,4/5,1.0,,,2.0l.,114.0,,petrol,,0.0,,2020-08,,Lexus,IS 200,1250,,2000
6438,hatchback,1.0,violet,,,4/5,1.0,FWD,1.0,1.9l.,96.0,,diesel,6.0,0.0,,2020-05,,Seat,Leon,1250,5.0,2004
6439,sedan,,,,,4/5,1.0,FWD,1.0,2.5l.,130.0,,petrol/lpg,5.0,0.0,,2020-09,1.0,MG,ZS,1250,5.0,2003
